,0,1,2,3
0,2.8780668,3.1842494,3.2542343,2.9723208
1,2.6016672,2.569459,2.5795162,3.014502
2,2.663574,3.0735168,3.131329,3.1801133
3,2.5419114,2.1057801,2.1363928,2.2291305
4,2.6522927,2.4699254,2.57494,2.1504903
5,3.858729,3.8084838,4.369925,4.2167573
6,3.3533823,3.6651046,3.509413,3.3789885
7,3.0227149,3.1609137,3.2609637,2.4875445
8,4.584014,4.6855254,4.2300315,4.3059916
9,2.2501106,2.1206045,2.20827,2.3340323
10,2.139851,2.6072888,2.5146415,2.2829616
11,2.983737,2.7487912,3.1372626,3.1070988
12,2.5351582,2.8359425,2.9179215,2.6473806
13,3.0744069,3.159065,3.0475702,2.941737
14,3.2037046,2.820228,2.8024333,3.4322598
15,3.2779615,3.3259578,3.2983475,3.0056584
16,3.212994,3.145939,2.8586361,3.0965745
17,3.0249443,3.231167,3.2733266,3.0342553
18,2.7786396,2.8907437,2.7790065,2.865678
19,2.632775,2.5518782,2.8341446,2.5432107
20,2.5137527,2.9190304,2.5271351,2.3139856
21,3.3404853,3.4115038,3.481921,3.6673105
22,2.3036478,2.2762742,2.0920587,2.454391
23,3.1479793,3.008171,2.9457235,2.7453542
24,3.1926825,3.1860147,3.3433542,3.1412132
25,2.3584216,2.4288132,2.2721996,2.3592944
26,2.7690256,3.1318967,3.2611403,2.6773198
27,2.189182,2.498115,2.4155617,2.594886
28,3.012317,2.7565582,2.8406072,2.8924584
29,2.7926774,3.2685478,3.3238878,3.373483
30,2.53646,2.4044602,2.438187,2.760944
31,2.1448855,2.2723358,2.6904902,2.3675814
32,2.715718,2.905255,2.5599325,2.6726377
33,2.8872209,2.8342016,2.541356,2.861419
34,3.0445454,3.17012,2.9081936,2.948089
35,2.3968241,2.0702202,2.594748,2.5615933
36,3.5112574,3.517217,3.726775,3.6783037
37,2.5349207,2.5634441,2.5433,2.5861394
38,2.8691795,2.96339,2.812353,2.5830595
39,2.7934577,2.6909914,2.7093759,2.7607312
40,2.5504668,2.8808951,2.8141396,2.691765
41,3.3998125,2.8913038,3.2734776,3.3673737
42,3.240293,3.4981542,3.4148366,3.4433498
43,2.1041129,2.2458081,2.1212597,2.338042
44,3.2497578,3.0899715,3.0632665,3.424512
45,2.3934014,2.4759774,2.4813251,2.222506
46,3.5769947,3.7673442,3.795031,3.7947657
47,2.290776,2.5108678,2.6155374,2.5125222
48,2.4652913,2.3314154,2.422191,2.6192787
49,2.2959757,1.9212276,2.3933132,2.4946537
50,2.7598455,3.0054064,3.209018,2.7969227
51,2.6123343,2.4746077,2.7580435,2.8142893
52,2.7062018,3.113939,3.1778197,3.066036
53,2.2973292,2.3180413,2.4634216,2.4062326
54,2.099011,2.2844388,2.2812076,2.3333678
55,2.651644,2.8154972,2.4506423,2.28411
56,3.397935,3.356571,3.01616,3.2177277
57,3.540431,3.9095092,3.6609104,3.6997263
58,3.001924,3.1946514,3.200158,3.1417468
59,2.4302173,2.6830976,2.4607706,2.5967388
60,2.5552647,2.7103386,2.87739,2.926917
61,2.9416106,2.3991227,2.599291,2.5538952
62,2.7513068,2.9001563,2.7744818,2.92157
63,3.010674,2.5363994,2.7389956,2.9788868
64,3.492338,3.5279007,3.5007005,3.3370302
65,2.781298,2.5916164,2.819229,2.8450391
66,2.774593,2.681833,2.815268,2.845122
67,4.3729153,4.169374,4.412788,3.9971156
68,3.0449405,3.0951536,3.3229012,3.357282
69,2.1152658,2.4868238,2.208458,2.0017269
70,2.7781677,2.7599423,2.8316038,2.9415002
71,2.86749,2.9901545,2.8991535,3.0928862
72,2.7916534,2.8435438,2.6962798,2.9216027
73,4.004471,3.9244902,2.9253883,3.6893153
74,2.8297086,2.9676225,3.0263367,2.9245057
75,2.9017742,2.736174,2.9378636,2.8874698
76,2.8707795,3.4811485,3.2910335,3.2124856
77,2.9590774,2.565503,3.1779563,3.2714224
78,2.5699565,2.5250115,2.6598473,2.4882255
79,2.5471408,2.7029872,2.6093335,2.9245417
80,3.247268,3.1508286,3.1947615,3.453415
81,3.0074475,2.2065043,2.6969068,2.627785
82,3.054423,2.8961794,2.7727566,3.0788903
83,2.507035,2.7380497,2.563497,2.610217
84,3.6683583,3.6276028,3.291813,3.46804
85,2.5530126,2.5722244,2.435434,2.6917703
86,2.748154,2.7161005,2.5148723,2.5491736
87,2.6460102,2.6772187,2.8203971,2.5090945
88,2.8736298,2.7868283,3.252708,2.751163
89,2.4401445,2.153058,2.4914544,2.541282
90,2.7687483,2.8855865,2.7239022,3.0283213
91,2.2803864,2.2787008,2.1174712,2.5428221
92,2.989077,2.872376,2.8818216,2.91448
93,2.3863025,2.5087683,2.521109,2.381817
94,3.1569033,3.2533486,3.3444235,2.990364
95,3.737293,3.886312,3.401004,3.6803293
96,2.5810604,2.7763774,2.6979625,2.5767782
