,0,1,2,3
0,8.230732,12.451819,12.266296,14.451823
1,14.03326,12.4425955,16.06072,16.809664
2,10.738832,10.460156,9.159434,10.226536
3,15.605363,15.058006,10.0695505,9.988621
4,10.314608,6.6763678,10.856559,8.552678
5,12.413155,12.239522,11.469061,12.909651
6,11.569104,13.013064,11.493577,13.099335
7,9.278456,10.295366,13.741345,9.605094
8,19.228283,17.822145,18.889532,19.912964
9,10.193825,14.200413,13.609181,14.659601
10,11.048172,10.533288,13.882122,15.769898
11,13.105709,13.713833,13.981074,14.477407
12,16.065739,17.312725,21.087128,18.414705
13,13.046906,13.363133,13.757453,13.51459
14,21.066332,20.298065,20.22685,11.166495
15,11.43182,10.7914295,11.7653,9.533699
16,15.341551,14.034137,10.7398405,11.295802
17,11.547986,11.813741,11.217534,10.706742
18,9.817387,11.054885,12.596654,11.515827
19,16.537062,15.997692,15.024555,16.424093
20,13.711977,14.025082,14.490623,13.149046
21,16.924301,18.750214,17.085339,16.767519
22,15.559804,15.929981,16.196646,18.595621
23,19.840973,21.47419,19.77806,21.463665
24,20.138617,18.934769,20.922483,20.519766
25,17.328297,14.860664,15.751831,15.915064
26,13.635841,13.065668,13.86706,6.4339004
27,16.611969,18.360474,18.371124,19.4196
28,17.206266,19.003613,17.592155,16.275763
29,12.911103,11.314762,10.568806,10.293658
30,20.254436,16.816929,13.3405285,17.915144
31,19.552185,15.07015,16.368542,20.211483
32,10.591249,10.602162,12.522471,12.487105
33,14.768931,17.256186,15.470086,19.296476
34,18.72123,17.595316,17.958765,20.478525
35,9.510575,11.041979,10.659749,11.3867445
36,14.447598,13.84172,14.706339,13.296594
37,15.895098,14.668019,12.547368,16.722809
38,15.97313,15.888071,14.911766,14.798354
39,9.547415,9.022257,10.497096,8.696846
40,10.379889,9.785405,12.084245,10.778464
41,15.992139,16.646555,17.66196,18.240185
42,15.416759,17.800858,16.447195,9.262261
43,12.5467205,11.604686,14.243723,12.686988
44,12.50912,12.549042,13.354026,12.176251
45,17.385178,18.74505,18.886364,15.999401
46,17.488987,18.681332,17.675247,15.551149
47,14.367579,13.503209,17.061413,17.862919
48,16.281038,19.33142,14.1646185,16.328394
49,16.537607,17.64871,17.610312,16.888742
50,12.565728,12.672839,11.034522,12.01086
51,6.9503336,10.212583,10.932926,7.7849264
52,11.073553,13.752218,12.933119,13.474489
53,15.246862,16.712536,17.202658,15.680844
54,9.732574,11.747531,9.685878,10.716466
55,10.987036,9.950493,12.662779,12.75468
56,14.966442,18.334349,14.658255,14.201235
57,16.831238,14.31696,14.981886,15.301005
58,11.284705,12.917267,14.4716835,13.30794
59,15.911752,16.303385,14.068601,18.585821
60,13.679372,15.551241,14.281604,15.7999325
61,18.826372,16.696777,17.949158,16.179123
62,17.25648,21.83541,18.09842,15.1441555
63,13.17834,14.334602,13.46447,13.980016
64,14.221188,12.557474,13.499639,14.98185
65,7.1052237,7.580541,8.763831,6.0531206
66,14.496427,14.179108,14.8106165,14.669618
67,21.612797,18.105959,19.55597,15.754149
68,10.873278,17.379604,16.81754,13.610047
69,13.113312,14.405823,16.39508,15.697936
70,14.840441,12.326014,13.745033,13.32249
71,18.90198,19.603804,18.372494,20.1405
72,14.807883,14.561269,14.101499,14.788197
