,0,1,2,3
0,9.059952,8.549103,8.202578,8.663447
1,4.124684,4.4990044,4.219938,2.8026206
2,3.5636954,3.6858761,3.7345397,2.5715957
3,4.0088844,4.796647,5.1645155,3.6523159
4,3.0960565,3.517663,3.1113265,2.5365047
5,4.0131273,4.1024985,4.011813,3.2037053
6,3.796217,3.075034,3.0736456,3.473322
7,3.1215978,3.3717384,3.1666198,2.2398279
8,8.516593,7.4587235,8.603436,9.150298
9,3.4195697,3.2272801,3.4596696,3.0662043
10,1.803568,1.6622441,1.7823387,1.8204063
11,8.803586,9.212377,9.872767,10.208169
12,3.6876218,3.4365265,3.6668482,3.7557411
13,4.223528,4.1430416,4.0942583,2.9877775
14,2.614224,2.587178,2.0985532,2.550517
15,3.6321387,3.6578515,3.4057837,2.8235183
16,7.063245,6.577962,6.815213,7.1974287
17,9.472695,9.675569,7.4905305,11.430248
18,4.2000194,4.719034,4.5442934,4.7163835
19,4.815765,5.190055,4.237485,3.6676338
20,3.9293606,3.9096143,3.988467,2.5555851
21,9.821508,10.06778,10.345583,12.695726
22,2.5465093,2.4954464,2.321986,2.417642
23,3.9997277,2.9820166,2.9890304,2.571151
24,2.8551314,2.5677269,1.9644995,1.8897977
25,3.4716015,3.2980595,3.1386652,2.4227743
26,3.9175615,3.3119187,3.276202,3.2285438
27,4.428788,4.296689,4.3583655,1.7360243
28,3.8041866,4.1882334,3.9378152,3.1838512
29,3.1096191,2.980564,2.8171408,1.8437538
30,2.7959204,2.8439505,2.7846997,2.1151955
31,8.060854,9.8225355,9.345372,9.9633875
32,4.9714546,5.3459764,5.1206107,4.3183722
33,3.7592824,3.9211822,4.5178328,3.045469
34,3.1636567,3.1308937,3.002595,2.1042016
35,4.4017396,4.4435096,4.434003,3.402369
36,4.778735,5.291102,4.8883867,4.1413574
37,2.9420242,2.768311,2.7769485,1.9754142
38,5.121931,4.6716094,4.685652,3.832118
39,3.438505,3.452779,2.8760736,2.237901
40,3.5221572,3.4802108,3.6252162,2.6426115
41,3.5867493,3.6079407,4.1097884,3.549385
42,4.899663,4.5097375,4.543321,4.0183506
43,5.699267,4.8092875,5.012009,4.307619
44,8.478231,8.21137,8.123701,8.726116
45,3.4070568,4.913125,4.6605744,3.7928228
46,1.4953651,1.4864973,1.6033763,1.1441951
47,3.6336143,3.5421836,4.1062956,2.3168998
48,2.6012185,2.0921364,2.0575118,2.2805636
49,2.8330462,2.0928469,2.0973516,2.1360781
50,3.437081,2.8482144,2.7942848,1.9407132
51,3.5893564,3.737284,4.4489727,2.5699773
52,8.389957,9.300186,8.871407,9.604545
53,4.066285,3.4431891,3.524343,2.7741075
54,3.3441675,2.9136822,3.2229946,3.2868752
55,4.124394,4.0424676,4.509766,2.6477883
56,4.5395823,3.3591866,3.228622,2.479401
57,1.3383061,1.3816249,1.2983963,1.3030431
58,4.2938976,3.8271775,4.085463,3.2625194
59,4.2722206,3.9769337,3.6226027,2.9121287
60,1.891406,3.1724513,3.4336605,1.4371008
61,4.967189,5.0202675,4.9829435,4.7353125
62,2.8478208,3.23121,2.9976022,1.9588901
63,3.9339263,3.7878737,3.694202,2.9436524
64,3.1530263,3.3666482,3.7627895,2.3526335
65,3.7148952,4.0175347,3.7938285,3.0097685
66,2.8857741,3.0178468,2.9690995,1.9332155
67,3.5005693,3.9666345,4.292064,3.0437257
68,3.0056114,2.6672778,2.8227143,2.5525138
69,2.9329822,3.3613873,3.1311343,2.4217443
70,3.086304,2.5838094,2.5578122,1.8071917
71,5.0578756,3.9634697,3.8748503,2.7346961
72,3.9507856,3.2116165,3.655567,3.2473605
73,3.3245866,3.452276,3.556074,2.7237847
74,3.6241353,2.896581,2.9314167,2.104511
75,3.7127342,3.3110185,3.4948106,3.218711
76,9.644517,8.805555,9.795088,10.04336
77,4.0812593,3.2752647,3.2208657,2.32651
78,5.494756,5.177407,5.44036,2.4945807
79,6.9351764,11.010402,7.606861,5.9506
80,4.0274153,4.5397468,5.4476876,3.5451288
81,3.5727146,3.5400646,3.8613083,2.6625984
