,0,1,2,3
0,2.8500652,3.9153225,3.7440996,3.4738734
1,4.9461546,3.24985,3.1845033,4.233285
2,4.6826425,4.439162,4.9148483,5.5907536
3,4.176537,2.8421395,2.6261866,2.4620261
4,4.57339,4.2681637,4.9787145,4.287717
5,2.5440516,2.4483812,2.998203,4.44911
6,2.663454,2.3885882,2.2060688,1.9797782
7,4.013155,2.9323413,3.2923348,3.3878005
8,4.0459323,4.541454,2.9147046,2.7651494
9,4.5716157,4.1041765,2.857342,2.775708
10,3.4459653,5.0307975,5.6744533,4.3415956
11,2.8640528,3.1762235,1.9877557,3.0891118
12,3.061878,5.6987677,5.283901,3.8196704
13,2.0862887,2.829124,1.8770117,2.3576987
14,5.0820117,5.059974,4.91699,3.411022
15,1.7927214,2.094812,2.6513712,2.033547
16,6.1793137,6.7268724,6.005235,7.1247015
17,4.043299,3.863544,5.4628663,4.3030562
18,2.306258,2.8676093,1.9806741,2.72003
19,2.917906,2.6173594,2.635044,2.072909
20,3.9822824,2.7192686,3.4396331,3.0503416
21,4.567445,6.3547916,4.1420336,4.911211
22,3.4221566,3.4243286,2.436664,3.6419404
23,3.0067816,2.7060223,5.1003127,3.3345833
24,5.4874797,4.456142,4.79809,5.262399
25,2.6529322,2.6927042,2.4338515,3.507262
26,5.0088544,4.1629443,4.9693613,3.949039
27,2.13545,1.7896264,1.753826,1.740953
28,1.8926026,1.9209398,1.7840298,2.2752993
29,4.8518977,3.5834517,3.5689766,3.462236
30,3.2428174,3.2305474,4.4480352,3.837406
31,2.6763775,2.3751101,3.0994225,2.4125547
32,3.8751488,3.985783,4.7647595,4.786045
33,3.378918,3.37486,5.0565777,5.33123
34,2.4048183,2.393203,1.7378362,2.2420297
35,1.5820687,1.8877267,2.1881435,2.3862028
36,4.181761,3.564782,5.189008,4.4687037
37,3.388985,4.6595592,3.1106076,2.975571
38,1.674305,1.8241577,2.050314,1.9033158
39,2.9532,4.233333,3.447126,4.67885
40,3.5381525,3.8941894,2.8989358,5.49537
41,2.5691354,2.4526513,2.6572258,1.570745
42,3.234996,3.0444758,2.6735623,3.8868477
43,1.8516182,1.6649266,1.4611087,1.447978
44,4.3361154,2.8819478,3.0103896,3.0914032
45,3.3954015,3.7635365,2.9985251,3.0636299
46,2.8595183,3.3034668,3.154387,3.519533
47,1.476736,1.6488252,2.3024619,3.0813475
48,3.3620727,3.673172,3.1543021,3.1818612
49,6.2285132,6.263191,5.508419,5.9913635
50,3.4090335,4.4866033,3.342953,3.8745377
51,2.6007433,2.6557412,2.5067465,2.5560925
52,3.4653604,3.68511,3.306693,4.492346
53,2.2105784,1.9404256,2.0078912,2.240315
54,2.1085339,2.1708584,2.3989234,2.8014705
55,4.135486,2.7736537,2.0620623,2.0754375
56,8.253301,6.6126394,4.997705,6.509811
57,1.5681115,2.1481714,1.7134898,2.256907
58,6.7684083,2.9016917,6.5360312,3.0383325
59,2.2570186,2.7038372,2.6717718,5.354705
60,4.0945477,3.0553806,4.295901,5.626311
61,2.2244842,1.9641799,1.7593958,1.8941231
62,3.472091,3.071677,3.2943497,4.2347403
63,1.8022605,3.1102302,3.4145982,3.0344925
64,1.8989097,2.2402081,2.6100802,2.1488957
65,2.559168,3.2886868,2.7182088,2.6133978
66,4.362127,4.343669,3.6463993,4.4836683
67,1.7419322,1.8130989,1.7043973,1.6563331
68,2.3769732,3.4831078,2.7910972,2.749567
69,3.2799256,3.484575,3.784097,4.900419
70,2.96411,3.7979133,3.2420998,2.8766694
71,2.2252738,2.3232977,1.8872428,1.9666716
72,1.4045532,2.19928,1.7851403,2.5919394
73,2.5794482,2.2148004,1.5394428,2.327167
74,2.7273595,5.076526,4.1462507,3.367961
75,2.8014576,3.7980034,3.6995995,3.074791
76,1.5685418,1.8406149,2.1113393,2.4922044
77,6.171148,4.801588,4.3293104,5.916515
78,2.2938857,2.8791797,2.6182833,2.4630516
79,1.4113305,1.6444051,2.3728778,3.309004
80,2.6792963,3.0518718,2.2756352,2.1958597
81,3.7307725,4.1628437,4.1491323,2.0851147
82,7.6452827,7.367343,6.085146,5.8328514
83,2.4937582,2.0908206,2.4544327,2.0186076
84,6.389185,2.9642918,6.0865717,5.232997
85,1.8504021,6.7786446,6.06366,4.239026
86,2.3100855,2.2752843,2.2467241,4.6926293
87,2.4429564,2.110712,2.0550685,2.1076565
88,2.6214454,2.1540368,2.3245513,2.0714133
89,4.032218,3.1270764,2.0530028,2.4841611
90,2.1403482,2.177923,2.2056766,2.650045
91,2.3181124,2.0787077,2.8014185,2.6731534
92,5.045881,3.535068,5.0751424,4.540937
93,3.8768742,3.859192,2.9865649,4.3263416
94,2.99912,4.7678924,4.2966747,3.057606
95,2.2401173,2.403249,1.4551207,4.8232737
96,2.211013,1.7891959,2.21476,1.8182062
97,1.3140482,1.9366168,1.7623231,2.0243871
98,3.1499321,3.056413,4.438306,3.9561296
99,2.0202618,2.1220248,2.2044897,2.4171617
100,1.6206806,2.444814,1.5507267,2.3483324
101,1.5396614,5.833555,3.7051015,6.1305
102,2.033971,1.6097032,1.5754032,1.5026345
103,2.1856592,1.9513656,1.5793377,1.416369
104,3.225296,2.4392192,1.9167328,2.9038901
105,2.149981,1.9970237,1.8113621,2.3151145
106,2.4056911,2.601671,2.5048027,2.3042898
107,2.2646074,1.6653012,2.2197356,2.029929
108,6.9303346,5.679086,4.614927,5.0036297
109,2.912975,3.5015244,3.061038,2.9042907
110,2.8108857,4.4251676,4.145904,3.4587302
111,3.8050706,3.5860386,6.232087,4.3270063
112,1.7552135,2.0384698,1.6273378,1.7249184
113,3.7979412,3.840246,5.585154,3.204768
114,1.7947564,1.3483472,1.9756458,1.9477797
115,5.5286303,5.124047,5.2776027,5.573759
116,2.7270143,2.4283593,2.55868,3.8487031
117,3.759929,4.8279963,4.3545136,3.2087104
118,3.121869,4.219228,5.444129,5.050948
119,2.2103148,1.8485724,2.6014411,1.9708443
120,3.4430192,5.444539,5.3207765,3.8283257
121,3.219579,3.3905375,2.6887457,4.5554056
122,2.75906,3.1715615,3.6939466,3.7513509
123,1.6954223,2.2978501,2.0975595,1.5761234
124,3.7761402,2.8096642,3.1043313,3.0744326
125,3.9776747,4.3005004,3.7897298,2.8581395
126,2.8690088,4.4215145,2.8417015,3.131254
127,3.4602766,3.231582,2.3081102,2.3787968
128,4.4103146,2.7929587,2.9776626,3.1581824
129,1.6739844,2.8848147,2.3870668,2.2688446
130,2.8048437,3.19115,3.0617118,3.4679508
131,4.8461227,4.120601,3.9271662,3.7303417
132,4.2209964,2.9159606,3.0975053,4.7352777
133,1.5659262,2.3151734,2.8068678,2.9820664
134,4.522072,3.9292097,3.9203293,5.6265826
135,3.091359,2.4745722,4.2003284,2.6905305
136,2.145184,1.648706,2.798348,2.9048145
137,3.7220323,3.584848,3.5876117,3.4410489
138,1.7302858,2.0716128,2.2689195,2.400183
139,2.4584968,2.1748786,1.8161924,2.1804552
140,2.3319352,2.9376023,3.5498917,4.4892135
141,7.2643557,5.9910555,6.194662,6.812332
142,6.1752343,7.521612,4.405066,4.0999904
143,3.4178798,5.832619,3.9880848,4.9256964
144,1.8137699,2.3663151,1.985775,1.9348012
145,5.8446064,6.0482235,3.9349253,3.9249845
146,4.3810425,4.5343575,6.0834866,4.680101
147,4.548888,3.205884,4.9820185,4.625264
148,3.387052,3.3440888,2.867449,1.8782052
149,4.423377,3.2864227,3.7344487,2.981486
150,2.5132833,2.5356805,2.712402,3.622845
151,2.8195121,3.8977578,6.4873548,3.7868874
152,4.2351007,4.0869026,2.7021034,3.273259
153,1.4927303,2.3688083,2.9494078,2.0888262
154,4.284299,2.7413347,3.1056287,2.910101
155,2.5596492,2.719236,2.752227,2.33214
156,4.180211,2.796431,2.8784387,4.9021926
157,2.6020398,4.6365576,4.0368323,3.8175771
158,3.4055362,3.525431,2.8413365,4.389992
159,2.7516258,3.7190948,3.7219079,2.882668
160,1.7820047,1.8283997,1.6408106,2.4140456
161,2.1926138,1.6503956,1.4138926,1.9048549
162,2.7732909,3.5906618,2.371366,3.0508168
163,3.4363434,3.3304687,1.8792436,4.031821
164,3.553685,4.3252497,4.6192365,5.965694
165,2.5734985,2.8607018,2.4861536,3.1669528
166,1.5443469,1.5906452,2.5344996,2.638881
167,1.7200305,3.5628679,2.309124,2.145382
168,4.443736,3.1375954,2.9164367,3.7409105
169,3.8055007,3.9292324,3.315949,4.1150107
170,4.6239696,3.2993267,5.1320777,3.762383
171,2.8035204,2.7096055,3.2225199,4.1489096
172,2.794266,2.521627,4.754811,2.4284158
173,1.9148341,1.6528926,1.7309794,2.476792
174,3.1647906,2.7794983,2.654283,2.5292835
175,2.3695593,2.4660535,2.0881839,2.8469965
176,1.5489001,1.86768,2.0877159,1.5967609
177,1.9779124,2.19638,1.9333467,1.8582006
178,2.587454,2.9486184,3.5160575,2.5855014
179,1.6636574,1.9524181,1.6138805,1.5889107
180,2.3819008,2.5876262,1.9664732,1.5799507
181,5.090118,3.5937874,7.1012015,7.0486417
182,2.9318533,2.7534063,2.844547,4.0325475
183,2.8072796,4.0442343,3.6235948,3.3222291
184,1.4441113,1.9373665,1.3086436,2.8076537
185,3.0314796,2.9177015,2.918197,5.241996
186,1.9638882,2.025926,2.0276597,1.75095
187,2.7565007,2.211608,2.147463,1.6720546
188,3.3807187,4.359747,5.160838,3.0336382
189,2.2956073,1.5982571,2.1326709,1.9946699
190,5.491322,3.8737643,6.9712477,3.7284334
191,3.5877647,3.0125341,2.114501,3.2311127
192,2.1472049,2.0690975,2.8215644,2.970913
193,2.1676326,1.8772643,2.0241292,1.984103
194,2.1592715,1.3217958,2.0866685,1.2065024
195,4.0970216,3.926806,4.3836403,4.7053447
196,2.8687367,2.9131444,4.13817,4.6679497
